NF;Data_Pedido;Data_Entrega_Prevista;Data_Entrega_Real;Prazo_contratado;Qtd_Pedida;Qtd_Entregue;Falha_de_entrega;Valor_do_pedido;Custo_Frete_KM;primeiro_sucesso_entrega;seguN_sucesso_entrega;Tentativas_de_entrega;Motivo_Devolucao;Ocorrencia;Produto_controlado;ID_Driver;Modelo;Modal;Eixos;Cubagem_(m3);Capacidade_(ton);Frete;Pedagio_(R$/km);TDE_(Taxa_de_Descarga);TAC_(Carga_Perigosa)_(Frete*dec);GRIS_(Gerenciamento_de_Risco:_Valor_da_carga*dec);Hora_Parada;Ad_Valorem_(valor_da_carga*dec);Coleta/Entrega_Urbana;Transportadora;Origem-Cidade;Origem-UF;Destino-Cidade;Destino-UF;KM;TEMPO_DE_IDA_(h);TEMPO_DE_VOLTA_(h);TEMPO_NO_CD_(h)
5136;31/01/2024;07/02/2024;08/02/2024;7;4;4;0;434094;2588,6;N;Y;1;;N;N;DR90596;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Teresina;PI;602;9.8;8.9;6.1
8253;11/01/2024;16/01/2024;17/01/2024;5;9;3;6;830159;1505;N;Y;1;Produto danificado;Y;N;DR90624;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Joinville;SC;602;9.8;8.9;6.1
9791;04/01/2024;10/01/2024;10/01/2024;6;10;10;0;4118847;23864;Y;N;0;;N;Y;DR90638;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Cargas Bahia;Salvador;BA;Sao Luis;MA;2983;39.7;39.4;2.3
2718;25/01/2024;27/01/2024;29/01/2024;2;10;3;0;2973922;3612;N;Y;1;;N;Y;DR90630;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP; Sao Paulo;SP;602;9.8;8.9;6.1
2962;25/01/2024;29/01/2024;30/01/2024;4;6;6;0;342463;3010;N;Y;1;;N;Y;DR90602;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Fortaleza;CE;602;9.8;8.9;6.1
1950;13/01/2024;20/01/2024;25/01/2024;7;5;5;0;844642;7731,4;N;Y;1;;N;Y;DR90636;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Cuiaba;MT;1798;22.6;22.8;7.6
6066;06/01/2024;09/01/2024;10/01/2024;3;3;2;1;924559;4495;N;Y;1;Endereco errado;Y;N;DR90610;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;RodaFirme Transportes;Manaus;AM;Cascavel;PR;1798;22.6;22.8;7.6
9865;30/01/2024;03/02/2024;03/02/2024;4;6;6;0;4161858;4816;Y;N;0;;N;N;DR90604;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Londrina;PR;602;9.8;8.9;6.1
2478;23/01/2024;29/01/2024;29/01/2024;6;4;4;0;3261342;3612;Y;N;0;;N;Y;DR90608;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP; Sao Paulo;SP;602;9.8;8.9;6.1
1640;18/01/2024;24/01/2024;26/01/2024;6;5;2;3;878953;14915;N;Y;1;Endereco errado;Y;Y;DR90594;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Cargas Bahia;Salvador;BA; Sao Paulo;SP;2983;39.7;39.4;2.3
7669;11/01/2024;18/01/2024;18/01/2024;7;1;1;0;540003;2588,6;Y;N;0;;N;Y;DR90628;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
8359;22/01/2024;27/01/2024;27/01/2024;5;6;6;0;279833;1505;Y;N;0;;N;N;DR90618;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
3885;08/01/2024;11/01/2024;11/01/2024;3;7;7;0;4981026;4816;Y;N;0;;N;N;DR90626;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
6186;31/01/2024;07/02/2024;07/02/2024;7;2;2;0;3081420;3612;Y;N;0;;N;Y;DR90598;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Juiz de Fora;MG;602;9.8;8.9;6.1
4473;12/01/2024;17/01/2024;20/01/2024;5;7;6;0;769142;3010;N;Y;1;;N;Y;DR90592;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
3923;05/01/2024;07/01/2024;09/01/2024;2;10;9;0;612810;2588,6;N;Y;1;;N;Y;DR90586;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
7066;15/01/2024;22/01/2024;22/01/2024;7;9;9;0;340456;1505;Y;N;0;;N;Y;DR90614;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
1491;17/01/2024;20/01/2024;21/01/2024;3;4;4;0;3992045;23864;N;Y;1;;N;N;DR90640;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Cargas Bahia;Salvador;BA;Ponta Grossa;PR;2983;39.7;39.4;2.3
1038;03/01/2024;05/01/2024;05/01/2024;2;10;10;0;4177021;3612;Y;N;0;;N;N;DR90584;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Santa Maria;RS;602;9.8;8.9;6.1
6332;11/01/2024;15/01/2024;15/01/2024;4;9;9;0;534981;3010;Y;N;0;;N;Y;DR90596;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
8453;02/01/2024;06/01/2024;06/01/2024;4;1;1;0;735165;2588,6;Y;N;0;;N;Y;DR90624;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP; Sao Paulo;SP;602;9.8;8.9;6.1
5917;17/01/2024;22/01/2024;23/01/2024;5;5;4;1;830824;7457,5;N;Y;1;Produto danificado;Y;Y;DR90638;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Cargas Bahia;Salvador;BA;Fortaleza;CE;2983;39.7;39.4;2.3
6458;12/01/2024;17/01/2024;17/01/2024;5;8;8;0;3279642;4816;Y;N;0;;N;N;DR90630;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Recife;PE;602;9.8;8.9;6.1
9473;15/01/2024;21/01/2024;23/01/2024;6;1;1;0;4336014;10788;N;Y;1;;N;N;DR90602;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Sao Luis;MA;1798;22.6;22.8;7.6
3653;16/01/2024;21/01/2024;21/01/2024;5;5;5;0;758803;3010;Y;N;0;;N;Y;DR90636;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
7127;22/01/2024;24/01/2024;24/01/2024;2;10;10;0;936527;2588,6;Y;N;0;;N;Y;DR90610;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Santa Maria;RS;602;9.8;8.9;6.1
9172;03/01/2024;06/01/2024;06/01/2024;3;4;4;0;759269;4495;Y;N;0;;N;Y;DR90604;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;RodaFirme Transportes;Manaus;AM;Maceio;AL;1798;22.6;22.8;7.6
8754;13/01/2024;19/01/2024;24/01/2024;6;2;2;0;2160131;4816;N;Y;1;;N;Y;DR90608;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
7999;25/01/2024;31/01/2024;05/02/2024;6;3;1;0;3875341;3612;N;Y;1;;N;N;DR90594;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
3248;23/01/2024;30/01/2024;01/02/2024;7;5;5;0;735908;8990;N;Y;1;;N;N;DR90628;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Belo Horizonte;MG;1798;22.6;22.8;7.6
4219;11/01/2024;14/01/2024;14/01/2024;3;2;2;0;470303;2588,6;Y;N;0;;N;Y;DR90618;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
3189;30/01/2024;02/02/2024;03/02/2024;3;2;1;0;580351;1505;N;Y;1;;N;Y;DR90626;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Brasilia;DF;602;9.8;8.9;6.1
4537;29/01/2024;02/02/2024;02/02/2024;4;7;7;0;4573929;4816;Y;N;0;;N;Y;DR90598;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Sorocaba;SP;602;9.8;8.9;6.1
4759;06/01/2024;11/01/2024;11/01/2024;5;9;9;0;3731653;3612;Y;N;0;;N;N;DR90592;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
6702;18/01/2024;25/01/2024;25/01/2024;7;9;9;0;525474;3010;Y;N;0;;N;N;DR90586;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Fortaleza;CE;602;9.8;8.9;6.1
5363;29/01/2024;04/02/2024;04/02/2024;6;1;1;0;724288;2588,6;Y;N;0;;N;Y;DR90614;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
5380;29/01/2024;03/02/2024;03/02/2024;5;6;6;0;618259;4495;Y;N;0;;N;Y;DR90640;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;RodaFirme Transportes;Manaus;AM;Sorocaba;SP;1798;22.6;22.8;7.6
6526;29/01/2024;02/02/2024;02/02/2024;4;1;1;0;2172177;4816;Y;N;0;;N;Y;DR90584;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
9801;01/01/2024;06/01/2024;06/01/2024;5;1;1;0;4057334;3612;Y;N;0;;N;Y;DR90596;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Brasilia;DF;602;9.8;8.9;6.1
5799;17/01/2024;23/01/2024;26/01/2024;6;2;2;0;587303;8990;N;Y;1;;N;N;DR90624;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Pelotas;RS;1798;22.6;22.8;7.6
8408;26/01/2024;30/01/2024;04/02/2024;4;10;9;0;545075;7731,4;N;Y;1;;N;N;DR90638;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Porto Alegre;RS;1798;22.6;22.8;7.6
5527;17/01/2024;21/01/2024;21/01/2024;4;6;6;0;346703;1505;Y;N;0;;N;Y;DR90630;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Niteroi;RJ;602;9.8;8.9;6.1
7338;19/01/2024;23/01/2024;23/01/2024;4;10;10;0;2627467;23864;Y;N;0;;N;Y;DR90602;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Cargas Bahia;Salvador;BA;Brasilia;DF;2983;39.7;39.4;2.3
2692;07/01/2024;11/01/2024;14/01/2024;4;8;3;5;3119012;3612;N;Y;1;Pedido incorreto;Y;Y;DR90636;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
1276;02/01/2024;06/01/2024;06/01/2024;4;3;3;0;375927;3010;Y;N;0;;N;N;DR90610;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sorocaba;SP;602;9.8;8.9;6.1
8829;29/01/2024;31/01/2024;02/02/2024;2;9;5;0;615016;7731,4;N;Y;1;;N;N;DR90604;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Porto Alegre;RS;1798;22.6;22.8;7.6
9541;21/01/2024;27/01/2024;01/02/2024;6;9;4;0;313013;1505;N;Y;1;;N;Y;DR90608;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
9816;19/01/2024;22/01/2024;22/01/2024;3;6;6;0;3347820;14384;Y;N;0;;N;Y;DR90594;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;RodaFirme Transportes;Manaus;AM;Aracaju;SE;1798;22.6;22.8;7.6
8741;28/01/2024;02/02/2024;02/02/2024;5;10;10;0;3926165;3612;Y;N;0;;N;Y;DR90628;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
9126;22/01/2024;28/01/2024;31/01/2024;6;1;1;0;796245;3010;N;Y;1;;N;Y;DR90618;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
5353;18/01/2024;25/01/2024;26/01/2024;7;3;3;0;921526;2588,6;N;Y;1;;N;N;DR90626;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Santa Maria;RS;602;9.8;8.9;6.1
8721;09/01/2024;11/01/2024;11/01/2024;2;5;5;0;918850;1505;Y;N;0;;N;N;DR90598;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Cascavel;PR;602;9.8;8.9;6.1
4700;24/01/2024;26/01/2024;26/01/2024;2;5;5;0;2902771;4816;Y;N;0;;N;Y;DR90592;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
3660;29/01/2024;04/02/2024;04/02/2024;6;4;4;0;3894581;3612;Y;N;0;;N;Y;DR90586;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Goiania;GO;602;9.8;8.9;6.1
4346;26/01/2024;01/02/2024;01/02/2024;6;9;9;0;442831;14915;Y;N;0;;N;Y;DR90614;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Cargas Bahia;Salvador;BA;Fortaleza;CE;2983;39.7;39.4;2.3
7022;17/01/2024;19/01/2024;19/01/2024;2;1;1;0;793360;7731,4;Y;N;0;;N;N;DR90640;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Ponta Grossa;PR;1798;22.6;22.8;7.6
2092;20/01/2024;24/01/2024;25/01/2024;4;4;3;0;811216;1505;N;Y;1;;N;N;DR90584;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Belo Horizonte;MG;602;9.8;8.9;6.1
5901;15/01/2024;22/01/2024;25/01/2024;7;4;2;0;4149273;4816;N;Y;1;;N;Y;DR90596;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
9724;31/01/2024;03/02/2024;03/02/2024;3;10;10;0;2105918;3612;Y;N;0;;N;Y;DR90624;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
7084;10/01/2024;15/01/2024;15/01/2024;5;9;9;0;528562;14915;Y;N;0;;N;N;DR90638;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Cargas Bahia;Salvador;BA;Bauru;SP;2983;39.7;39.4;2.3
4485;02/01/2024;08/01/2024;08/01/2024;6;4;4;0;691419;12826,9;Y;N;0;;N;N;DR90630;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Cargas Bahia;Salvador;BA;Piracicaba;SP;2983;39.7;39.4;2.3
5187;06/01/2024;13/01/2024;13/01/2024;7;8;8;0;626076;1505;Y;N;0;;N;Y;DR90602;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
9872;24/01/2024;29/01/2024;29/01/2024;5;1;1;0;4034574;4816;Y;N;0;;N;Y;DR90636;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Aracaju;SE;602;9.8;8.9;6.1
7308;16/01/2024;23/01/2024;23/01/2024;7;1;1;0;3167043;17898;Y;N;0;;N;Y;DR90610;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA;Pelotas;RS;2983;39.7;39.4;2.3
5168;23/01/2024;27/01/2024;01/02/2024;4;10;10;0;931066;3010;N;Y;1;;N;N;DR90604;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
7035;27/01/2024;02/02/2024;05/02/2024;6;5;1;0;311163;2588,6;N;Y;1;;N;N;DR90608;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
4078;08/01/2024;14/01/2024;14/01/2024;6;7;7;0;846521;1505;Y;N;0;;N;Y;DR90594;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Campo Grande;MS;602;9.8;8.9;6.1
4493;27/01/2024;02/02/2024;05/02/2024;6;7;6;1;3640292;4816;N;Y;1;Endereco errado;Y;Y;DR90628;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP; Sao Paulo;SP;602;9.8;8.9;6.1
9545;05/01/2024;11/01/2024;11/01/2024;6;1;1;0;4858802;3612;Y;N;0;;N;Y;DR90618;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Rio de Janeiro;RJ;602;9.8;8.9;6.1
2470;22/01/2024;24/01/2024;24/01/2024;2;5;5;0;683698;8990;Y;N;0;;N;N;DR90626;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Joinville;SC;1798;22.6;22.8;7.6
4547;18/01/2024;25/01/2024;27/01/2024;7;10;3;0;623996;12826,9;N;Y;1;;N;N;DR90598;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Cargas Bahia;Salvador;BA;Pelotas;RS;2983;39.7;39.4;2.3
1545;08/01/2024;11/01/2024;13/01/2024;3;7;6;0;315626;1505;N;Y;1;;N;Y;DR90592;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
8150;31/01/2024;04/02/2024;04/02/2024;4;10;10;0;2995135;4816;Y;N;0;;N;Y;DR90586;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Joinville;SC;602;9.8;8.9;6.1
5968;18/01/2024;23/01/2024;24/01/2024;5;6;1;5;2010207;10788;N;Y;1;Pedido incorreto;Y;Y;DR90614;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Pelotas;RS;1798;22.6;22.8;7.6
3647;08/01/2024;10/01/2024;11/01/2024;2;2;2;0;905419;3010;N;Y;1;;N;N;DR90640;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Cascavel;PR;602;9.8;8.9;6.1
9668;12/01/2024;19/01/2024;21/01/2024;7;2;2;0;895907;2588,6;N;Y;1;;N;N;DR90584;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Florianopolis;SC;602;9.8;8.9;6.1
6925;14/01/2024;16/01/2024;16/01/2024;2;9;9;0;295672;1505;Y;N;0;;N;Y;DR90596;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
2535;17/01/2024;23/01/2024;23/01/2024;6;3;3;0;3416077;4816;Y;N;0;;N;Y;DR90624;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Campo Grande;MS;602;9.8;8.9;6.1
7930;16/01/2024;22/01/2024;22/01/2024;6;6;6;0;3192194;3612;Y;N;0;;N;Y;DR90638;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
8654;31/01/2024;06/02/2024;06/02/2024;6;9;9;0;878601;3010;Y;N;0;;N;N;DR90630;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
7312;19/01/2024;26/01/2024;26/01/2024;7;9;2;0;746348;2588,6;Y;N;0;;N;N;DR90602;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP; Sao Paulo;SP;602;9.8;8.9;6.1
6655;04/01/2024;10/01/2024;10/01/2024;6;8;2;6;324121;1505;N;Y;1;Produto danificado;Y;Y;DR90636;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Belem;PA;602;9.8;8.9;6.1
4713;12/01/2024;17/01/2024;18/01/2024;5;6;9;3;2868135;23864;N;Y;1;Produto danificado;Y;Y;DR90610;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Cargas Bahia;Salvador;BA;Belem;PA;2983;39.7;39.4;2.3
8128;15/01/2024;21/01/2024;21/01/2024;6;3;3;0;3597250;17898;Y;N;0;;N;Y;DR90604;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Cargas Bahia;Salvador;BA;Uberlandia;MG;2983;39.7;39.4;2.3
5261;19/01/2024;23/01/2024;26/01/2024;4;1;6;5;930734;8990;N;Y;1;Pedido incorreto;Y;N;DR90608;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Ribeirao Preto;SP;1798;22.6;22.8;7.6
8639;26/01/2024;30/01/2024;02/02/2024;4;10;9;0;280566;2588,6;N;Y;1;;N;N;DR90594;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
1521;30/01/2024;05/02/2024;05/02/2024;6;5;1;0;433316;1505;Y;N;0;;N;Y;DR90628;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Juiz de Fora;MG;602;9.8;8.9;6.1
1777;25/01/2024;27/01/2024;27/01/2024;2;4;10;6;4771297;4816;N;Y;1;Endereco errado;Y;Y;DR90618;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Natal;RN;602;9.8;8.9;6.1
4564;31/01/2024;05/02/2024;05/02/2024;5;1;1;0;2183763;3612;Y;N;0;;N;Y;DR90626;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Belo Horizonte;MG;602;9.8;8.9;6.1
6058;17/01/2024;24/01/2024;29/01/2024;7;9;7;0;534194;3010;N;Y;1;;N;N;DR90598;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
7546;20/01/2024;22/01/2024;22/01/2024;2;4;6;0;287029;2588,6;Y;N;0;;N;N;DR90592;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
8704;03/01/2024;10/01/2024;10/01/2024;7;3;1;0;257485;1505;Y;N;0;;N;Y;DR90586;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
5945;17/01/2024;20/01/2024;20/01/2024;3;10;5;0;4460550;4816;Y;N;0;;N;Y;DR90614;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP; Marilia;SP;602;9.8;8.9;6.1
